predictor,predictor_value,suitability
wc2.1_2.5m_bio_13,1785.9375,0.15746544890925726
wc2.1_2.5m_bio_13,1825.625,0.15746544890925726
wc2.1_2.5m_bio_13,1865.3125,0.15746544890925726
wc2.1_2.5m_bio_13,1905,0.15746544890925726
wc2.1_2.5m_bio_13,1944.6875,0.15746544890925726
wc2.1_2.5m_bio_14,-6.958333333333333,0.12379801762545631
wc2.1_2.5m_bio_14,0,0.12379801762545631
wc2.1_2.5m_bio_14,6.958333333333333,0.12576578669337782
wc2.1_2.5m_bio_14,13.916666666666668,0.1277422852421514
wc2.1_2.5m_bio_14,20.875,0.12972684061911324
wc2.1_2.5m_bio_14,27.833333333333332,0.13171877244851463
wc2.1_2.5m_bio_14,34.791666666666664,0.13371739122398463
wc2.1_2.5m_bio_14,41.74999999999999,0.1357220011777672
wc2.1_2.5m_bio_14,48.70833333333333,0.1377319018098729
wc2.1_2.5m_bio_14,55.666666666666664,0.13974638953004825
wc2.1_2.5m_bio_14,62.62499999999999,0.1417647548521377
wc2.1_2.5m_bio_14,69.58333333333333,0.14427341306933686
wc2.1_2.5m_bio_14,76.54166666666667,0.1474569567725687
wc2.1_2.5m_bio_14,83.5,0.1506451607722003
wc2.1_2.5m_bio_14,90.45833333333333,0.15383545278084848
wc2.1_2.5m_bio_14,97.41666666666667,0.15702529791489384
wc2.1_2.5m_bio_14,104.375,0.1602122138781719
wc2.1_2.5m_bio_14,111.33333333333333,0.163393761324469
wc2.1_2.5m_bio_14,118.29166666666667,0.16587770509349514
wc2.1_2.5m_bio_14,125.24999999999999,0.16797694517291523
wc2.1_2.5m_bio_14,132.20833333333331,0.17007040134241436
wc2.1_2.5m_bio_14,139.16666666666666,0.1721574047457127
wc2.1_2.5m_bio_14,146.12499999999997,0.17423729182448175
wc2.1_2.5m_bio_14,153.08333333333331,0.17618487028338833
wc2.1_2.5m_bio_14,160.04166666666666,0.17629811637285014
wc2.1_2.5m_bio_14,166.99999999999997,0.17460680755732602
wc2.1_2.5m_bio_14,173.95833333333331,0.17291497322634772
wc2.1_2.5m_bio_14,180.91666666666666,0.17122279807959243
wc2.1_2.5m_bio_14,187.87499999999997,0.16953049233490433
wc2.1_2.5m_bio_14,194.83333333333331,0.16783826512666142
wc2.1_2.5m_bio_14,201.79166666666666,0.1661463332895262
wc2.1_2.5m_bio_14,208.74999999999997,0.1629535112934873
wc2.1_2.5m_bio_14,215.70833333333331,0.156614494905639
wc2.1_2.5m_bio_14,222.66666666666666,0.15028125829152192
wc2.1_2.5m_bio_14,229.62499999999997,0.14397092656752955
wc2.1_2.5m_bio_14,236.58333333333331,0.13770118353853192
wc2.1_2.5m_bio_14,243.54166666666666,0.13148999172205078
wc2.1_2.5m_bio_14,250.49999999999997,0.12535529174682716
wc2.1_2.5m_bio_14,257.4583333333333,0.11931454454549147
wc2.1_2.5m_bio_14,264.4166666666667,0.11338461683322162
wc2.1_2.5m_bio_14,271.375,0.10758128909337986
wc2.1_2.5m_bio_14,278.3333333333333,0.10191917735123622
wc2.1_2.5m_bio_14,285.2916666666667,0.09641144876103454
wc2.1_2.5m_bio_14,292.25,0.09106960497753634
wc2.1_2.5m_bio_14,299.2083333333333,0.08590319522358533
wc2.1_2.5m_bio_14,306.1666666666667,0.08091946635563028
wc2.1_2.5m_bio_14,313.125,0.07612054706508331
wc2.1_2.5m_bio_14,320.0833333333333,0.07150191971706614
wc2.1_2.5m_bio_14,327.0416666666667,0.06704783510022048
wc2.1_2.5m_bio_14,334,0.06275714500057479
wc2.1_2.5m_bio_14,340.9583333333333,0.06275714500057479
wc2.1_2.5m_bio_15,-3.591472307840983,0.10411902326421416
wc2.1_2.5m_bio_15,0,0.10411902326421416
wc2.1_2.5m_bio_15,3.591472307840983,0.10412394801101511
wc2.1_2.5m_bio_15,7.182944615681967,0.10413972233017223
wc2.1_2.5m_bio_15,10.77441692352295,0.10416697797737488
wc2.1_2.5m_bio_15,14.365889231363932,0.10420634157720644
wc2.1_2.5m_bio_15,17.957361539204914,0.10425843211587217
wc2.1_2.5m_bio_15,21.548833847045895,0.10432385885731263
wc2.1_2.5m_bio_15,25.14030615488688,0.1044032199402507
wc2.1_2.5m_bio_15,28.731778462727863,0.1044971008298717
wc2.1_2.5m_bio_15,32.32325077056885,0.1046060726757999
wc2.1_2.5m_bio_15,35.91472307840983,0.10668095887947891
wc2.1_2.5m_bio_15,39.506195386250816,0.10937586761535151
wc2.1_2.5m_bio_15,43.0976676940918,0.11218795938240098
wc2.1_2.5m_bio_15,46.68914000193278,0.11532844394989569
wc2.1_2.5m_bio_15,50.280612309773765,0.11853840938018227
wc2.1_2.5m_bio_15,53.872084617614746,0.12181671225119522
